Race,Round,attacker,defender,attacking_team,defending_team,start_lap,end_lap,laps_in_contact,mean_advantage,min_gap,passed,reason,censored_strict,censored_loose
Hungarian Grand Prix,11,RUS,GAS,Mercedes,Alpine,11,12,2,1.3584999999999923,0.15599999999983538,True,pass,False,False
Hungarian Grand Prix,11,RUS,HUL,Mercedes,Audi,15,16,2,1.1100000000000136,0.5369999999998072,False,pit,True,True
Hungarian Grand Prix,11,RUS,OCO,Mercedes,Haas F1 Team,9,9,1,2.096500000000006,0.19699999999988904,True,pass,False,False
Hungarian Grand Prix,11,RUS,SAI,Mercedes,Williams,3,3,1,2.538499999999999,0.3159999999999741,True,pass,False,False
Hungarian Grand Prix,11,SAI,BEA,Williams,Haas F1 Team,3,3,1,0.2289999999999992,0.592000000000013,False,dropped_back,False,True
Hungarian Grand Prix,11,SAI,BEA,Williams,Haas F1 Team,5,6,2,0.2289999999999992,1.3420000000000414,False,dropped_back,False,True
Hungarian Grand Prix,11,STR,ALB,Aston Martin,Williams,4,5,2,0.9759999999999991,0.2410000000000423,True,pass,False,False
Hungarian Grand Prix,11,STR,ALB,Aston Martin,Williams,23,23,1,0.9759999999999991,0.9500000000002728,False,pit,True,True
Hungarian Grand Prix,11,STR,BOT,Aston Martin,Cadillac,3,3,1,2.0819999999999936,0.24200000000001864,True,pass,False,False
Hungarian Grand Prix,11,STR,PER,Aston Martin,Cadillac,15,16,2,2.4839999999999947,0.11099999999964894,True,pass,False,False
Japanese Grand Prix,3,ALO,STR,Aston Martin,Aston Martin,9,18,10,0.5185000000000031,0.38400000000001455,False,pit,True,True
Japanese Grand Prix,3,ANT,LEC,Mercedes,Ferrari,12,14,3,0.35149999999998727,0.375,False,pit,True,True
Japanese Grand Prix,3,ANT,NOR,Mercedes,McLaren,4,11,8,0.6310000000000002,0.28500000000008185,True,pass,False,False
Japanese Grand Prix,3,ANT,RUS,Mercedes,Mercedes,3,3,1,0.6099999999999852,0.5660000000000309,False,dropped_back,False,True
Japanese Grand Prix,3,BOR,BEA,Audi,Haas F1 Team,4,7,4,0.8960000000000008,0.43800000000010186,True,pass,False,False
Japanese Grand Prix,3,BOT,ALO,Cadillac,Aston Martin,9,10,2,0.6774999999999949,0.9429999999999836,False,dropped_back,False,True
Japanese Grand Prix,3,BOT,STR,Cadillac,Aston Martin,3,8,6,1.195999999999998,0.5709999999999695,False,dropped_back,False,True
Japanese Grand Prix,3,COL,SAI,Alpine,Williams,28,38,11,0.4969999999999999,0.4389999999993961,False,dropped_back,False,True
Japanese Grand Prix,3,COL,SAI,Alpine,Williams,44,45,2,0.4969999999999999,1.3519999999989523,False,dropped_back,False,True
Japanese Grand Prix,3,COL,SAI,Alpine,Williams,47,53,7,0.4969999999999999,0.6079999999992651,False,race_end,True,True
Japanese Grand Prix,3,HUL,ALB,Audi,Williams,4,4,1,1.1069999999999993,0.5910000000000082,True,pass,False,False
Japanese Grand Prix,3,HUL,PER,Audi,Cadillac,3,3,1,0.9089999999999918,0.49099999999998545,True,pass,False,False
Japanese Grand Prix,3,HUL,SAI,Audi,Williams,5,15,11,0.465999999999994,0.13599999999996726,True,pass,False,False
Japanese Grand Prix,3,LAW,HAD,Racing Bulls,Red Bull Racing,4,7,4,0.7019999999999982,0.8100000000000023,False,dropped_back,False,True
Japanese Grand Prix,3,LAW,HAD,Racing Bulls,Red Bull Racing,13,16,4,0.7019999999999982,0.5239999999998872,False,pit,True,True
Japanese Grand Prix,3,LEC,RUS,Ferrari,Mercedes,5,5,1,0.25849999999999795,1.0880000000000223,False,dropped_back,False,True
Japanese Grand Prix,3,LIN,BOR,Racing Bulls,Audi,39,40,2,0.3649999999999949,0.7469999999998436,False,dropped_back,False,True
Japanese Grand Prix,3,LIN,BOR,Racing Bulls,Audi,44,48,5,0.3649999999999949,0.9120000000011714,False,dropped_back,False,True
Japanese Grand Prix,3,LIN,HAD,Racing Bulls,Red Bull Racing,28,29,2,0.23799999999999955,0.1889999999993961,False,dropped_back,False,True
Japanese Grand Prix,3,LIN,HAD,Racing Bulls,Red Bull Racing,31,31,1,0.23799999999999955,0.827999999999065,False,dropped_back,False,True
Japanese Grand Prix,3,LIN,HUL,Racing Bulls,Audi,30,30,1,0.2530000000000001,0.27499999999918145,True,pass,False,False
Japanese Grand Prix,3,LIN,HUL,Racing Bulls,Audi,32,33,2,0.2530000000000001,1.0819999999989705,False,dropped_back,False,True
Japanese Grand Prix,3,LIN,HUL,Racing Bulls,Audi,37,38,2,0.2530000000000001,1.122999999998683,False,dropped_back,False,True
Japanese Grand Prix,3,OCO,BOR,Haas F1 Team,Audi,28,29,2,0.8639999999999901,0.4029999999993379,True,pass,False,False
Japanese Grand Prix,3,OCO,HAD,Haas F1 Team,Red Bull Racing,3,3,1,0.7369999999999948,0.01300000000000523,True,pass,False,False
Japanese Grand Prix,3,OCO,LIN,Haas F1 Team,Racing Bulls,6,6,1,0.4989999999999952,0.20400000000000773,True,pass,False,False
Japanese Grand Prix,3,PER,ALB,Cadillac,Williams,3,3,1,0.1980000000000075,1.0340000000000202,False,dropped_back,False,True
Japanese Grand Prix,3,PER,ALB,Cadillac,Williams,28,32,5,0.1980000000000075,0.5940000000000509,False,dropped_back,False,True
Japanese Grand Prix,3,PIA,RUS,McLaren,Mercedes,9,9,1,0.3779999999999859,0.2540000000001328,True,pass,False,False
Japanese Grand Prix,3,SAI,BEA,Williams,Haas F1 Team,3,3,1,0.5420000000000016,0.8980000000000246,False,dropped_back,False,True
Japanese Grand Prix,3,VER,LIN,Red Bull Racing,Racing Bulls,3,5,3,0.8529999999999944,0.5160000000000196,True,pass,False,False
Miami Grand Prix,4,ALO,BOT,Aston Martin,Cadillac,16,18,3,1.0619999999999976,0.6299999999996544,False,pit,True,True
Miami Grand Prix,4,ANT,LEC,Mercedes,Ferrari,3,4,2,0.501499999999993,0.9160000000000537,True,pass,False,False
Miami Grand Prix,4,ANT,LEC,Mercedes,Ferrari,15,15,1,0.501499999999993,1.1829999999999927,False,neutralised,True,True
Miami Grand Prix,4,ANT,LEC,Mercedes,Ferrari,17,17,1,0.501499999999993,0.9249999999999545,True,pass,False,False
Miami Grand Prix,4,BOR,LIN,Audi,Racing Bulls,14,14,1,0.15350000000000819,1.372000000000071,False,neutralised,True,True
Miami Grand Prix,4,BOR,LIN,Audi,Racing Bulls,17,19,3,0.15350000000000819,0.6179999999999382,True,pass,False,False
Miami Grand Prix,4,BOR,PER,Audi,Cadillac,3,4,2,1.4939999999999998,0.7160000000000082,False,neutralised,True,True
Miami Grand Prix,4,BOR,PER,Audi,Cadillac,12,12,1,1.4939999999999998,0.584999999999809,False,dropped_back,False,True
Miami Grand Prix,4,LIN,ALO,Racing Bulls,Aston Martin,33,33,1,1.3214999999999861,0.9450000000010732,True,pass,False,False
Miami Grand Prix,4,NOR,LEC,McLaren,Ferrari,13,13,1,0.3334999999999866,1.3730000000000473,True,pass,False,False
Miami Grand Prix,4,RUS,VER,Mercedes,Red Bull Racing,54,56,3,0.19650000000000034,0.23400000000128784,True,pass,False,False
Miami Grand Prix,4,STR,PER,Aston Martin,Cadillac,14,14,1,0.632000000000005,0.9089999999998781,False,neutralised,True,True
Miami Grand Prix,4,VER,ALB,Red Bull Racing,Williams,17,17,1,0.789999999999992,0.2309999999995398,True,pass,False,False
Miami Grand Prix,4,VER,COL,Red Bull Racing,Alpine,20,21,2,0.375,0.3249999999998181,True,pass,False,False
Miami Grand Prix,4,VER,OCO,Red Bull Racing,Haas F1 Team,15,15,1,1.394999999999996,0.4659999999998945,True,pass,False,False
Miami Grand Prix,4,VER,PER,Red Bull Racing,Cadillac,13,13,1,2.834000000000003,0.24099999999998545,True,pass,False,False
Miami Grand Prix,4,VER,SAI,Red Bull Racing,Williams,18,18,1,0.6574999999999989,0.37099999999963984,True,pass,False,False
Miami Grand Prix,4,VER,STR,Red Bull Racing,Aston Martin,12,12,1,2.201999999999998,0.4700000000000273,True,pass,False,False
Monaco Grand Prix,6,BOR,BOT,Audi,Cadillac,5,12,8,2.4620000000000033,0.6019999999999754,False,dropped_back,False,True
Monaco Grand Prix,6,BOR,PER,Audi,Cadillac,36,38,3,0.7805000000000035,0.7539999999999054,False,dropped_back,False,True
Monaco Grand Prix,6,BOR,PER,Audi,Cadillac,53,55,3,0.7805000000000035,0.3859999999995125,False,pit,True,True
Monaco Grand Prix,6,COL,HUL,Alpine,Audi,3,9,7,0.18099999999999739,0.8610000000000184,False,pit,True,True
Monaco Grand Prix,6,LIN,COL,Racing Bulls,Alpine,3,3,1,0.22400000000000375,1.4729999999999848,False,dropped_back,False,True
Monaco Grand Prix,6,LIN,COL,Racing Bulls,Alpine,6,13,8,0.22400000000000375,0.5819999999999936,False,dropped_back,False,True
Monaco Grand Prix,6,LIN,COL,Racing Bulls,Alpine,16,17,2,0.22400000000000375,1.3730000000002747,False,dropped_back,False,True
Monaco Grand Prix,6,LIN,COL,Racing Bulls,Alpine,24,28,5,0.22400000000000375,1.1210000000000946,False,dropped_back,False,True
Monaco Grand Prix,6,LIN,COL,Racing Bulls,Alpine,31,32,2,0.22400000000000375,1.0450000000000728,False,pit,True,True
Monaco Grand Prix,6,OCO,HUL,Haas F1 Team,Audi,33,50,18,0.28300000000000125,0.4679999999998472,False,dropped_back,False,True
Monaco Grand Prix,6,OCO,HUL,Haas F1 Team,Audi,52,54,3,0.28300000000000125,0.7409999999981665,False,dropped_back,False,True
Monaco Grand Prix,6,OCO,HUL,Haas F1 Team,Audi,73,77,5,0.28300000000000125,0.05799999999908323,False,race_end,True,True
Monaco Grand Prix,6,RUS,LAW,Mercedes,Racing Bulls,78,78,1,0.8020000000000067,0.443000000000211,False,race_end,True,True
Monaco Grand Prix,6,RUS,NOR,Mercedes,McLaren,39,43,5,0.5730000000000075,0.23000000000047294,False,pit,True,True
