n_stops,strategy,sequence,stint_laps,est_cost,est_cost_curve,within_windows,cost_vs_best,cost_vs_best_curve,Race
3,S-M-H-H,SOFT-MEDIUM-HARD-HARD,11-14-16-16,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,S-H-S-S,SOFT-HARD-SOFT-SOFT,13-19-13-13,122.1,103.7,True,4.9,9.1,Bahrain Grand Prix
3,S-H-S-M,SOFT-HARD-SOFT-MEDIUM,12-18-12-16,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,S-H-S-H,SOFT-HARD-SOFT-HARD,11-17-11-17,126.6,104.1,True,9.4,9.5,Bahrain Grand Prix
3,S-H-M-S,SOFT-HARD-MEDIUM-SOFT,12-18-16-12,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,S-H-M-M,SOFT-HARD-MEDIUM-MEDIUM,11-16-15-15,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
3,S-H-M-H,SOFT-HARD-MEDIUM-HARD,11-16-14-16,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,S-H-H-S,SOFT-HARD-HARD-SOFT,11-17-17-11,126.6,104.1,True,9.4,9.5,Bahrain Grand Prix
3,S-H-H-M,SOFT-HARD-HARD-MEDIUM,11-16-16-14,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,S-H-H-H,SOFT-HARD-HARD-HARD,10-16-16-16,129.3,108.9,True,12.1,14.3,Bahrain Grand Prix
3,M-S-S-S,MEDIUM-SOFT-SOFT-SOFT,18-13-13-13,120.3,103.4,True,3.1,8.8,Bahrain Grand Prix
3,M-S-S-M,MEDIUM-SOFT-SOFT-MEDIUM,16-12-12-16,124.5,105.8,True,7.3,11.2,Bahrain Grand Prix
3,M-S-S-H,MEDIUM-SOFT-SOFT-HARD,16-12-12-18,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,M-S-M-S,MEDIUM-SOFT-MEDIUM-SOFT,16-12-16-12,124.5,105.8,True,7.3,11.2,Bahrain Grand Prix
3,M-S-M-M,MEDIUM-SOFT-MEDIUM-MEDIUM,15-11-15-15,127.5,109.0,True,10.3,14.4,Bahrain Grand Prix
3,M-S-M-H,MEDIUM-SOFT-MEDIUM-HARD,15-11-15-16,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
3,M-S-H-S,MEDIUM-SOFT-HARD-SOFT,16-12-18-12,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,M-S-H-M,MEDIUM-SOFT-HARD-MEDIUM,15-11-16-15,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
3,M-S-H-H,MEDIUM-SOFT-HARD-HARD,14-11-16-16,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,M-M-S-S,MEDIUM-MEDIUM-SOFT-SOFT,16-16-12-12,124.5,105.8,True,7.3,11.2,Bahrain Grand Prix
3,M-M-S-M,MEDIUM-MEDIUM-SOFT-MEDIUM,15-15-11-15,127.5,109.0,True,10.3,14.4,Bahrain Grand Prix
3,M-M-S-H,MEDIUM-MEDIUM-SOFT-HARD,15-15-11-16,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
3,M-M-M-S,MEDIUM-MEDIUM-MEDIUM-SOFT,15-15-15-11,127.5,109.0,True,10.3,14.4,Bahrain Grand Prix
3,M-M-M-H,MEDIUM-MEDIUM-MEDIUM-HARD,14-14-14-15,130.1,111.7,True,12.9,17.1,Bahrain Grand Prix
3,M-M-H-S,MEDIUM-MEDIUM-HARD-SOFT,15-15-16-11,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
3,M-M-H-M,MEDIUM-MEDIUM-HARD-MEDIUM,14-14-15-14,130.1,111.7,True,12.9,17.1,Bahrain Grand Prix
3,M-M-H-H,MEDIUM-MEDIUM-HARD-HARD,14-14-15-15,130.4,112.0,True,13.2,17.4,Bahrain Grand Prix
3,M-H-S-S,MEDIUM-HARD-SOFT-SOFT,16-18-12-12,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,M-H-S-M,MEDIUM-HARD-SOFT-MEDIUM,15-16-11-15,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
3,M-H-S-H,MEDIUM-HARD-SOFT-HARD,14-16-11-16,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,M-H-M-S,MEDIUM-HARD-MEDIUM-SOFT,15-16-15-11,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
3,M-H-M-M,MEDIUM-HARD-MEDIUM-MEDIUM,14-15-14-14,130.1,111.7,True,12.9,17.1,Bahrain Grand Prix
3,M-H-M-H,MEDIUM-HARD-MEDIUM-HARD,14-15-14-15,130.4,112.0,True,13.2,17.4,Bahrain Grand Prix
3,M-H-H-S,MEDIUM-HARD-HARD-SOFT,14-16-16-11,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,M-H-H-M,MEDIUM-HARD-HARD-MEDIUM,14-15-15-14,130.4,112.0,True,13.2,17.4,Bahrain Grand Prix
3,M-H-H-H,MEDIUM-HARD-HARD-HARD,13-15-15-15,130.6,110.9,True,13.4,16.3,Bahrain Grand Prix
3,H-S-S-S,HARD-SOFT-SOFT-SOFT,19-13-13-13,122.1,103.7,True,4.9,9.1,Bahrain Grand Prix
3,H-S-S-M,HARD-SOFT-SOFT-MEDIUM,18-12-12-16,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,H-S-S-H,HARD-SOFT-SOFT-HARD,17-11-11-17,126.6,104.1,True,9.4,9.5,Bahrain Grand Prix
3,H-S-M-S,HARD-SOFT-MEDIUM-SOFT,18-12-16-12,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,H-S-M-M,HARD-SOFT-MEDIUM-MEDIUM,16-11-15-15,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
3,H-S-M-H,HARD-SOFT-MEDIUM-HARD,16-11-14-16,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,H-S-H-S,HARD-SOFT-HARD-SOFT,17-11-17-11,126.6,104.1,True,9.4,9.5,Bahrain Grand Prix
3,H-S-H-M,HARD-SOFT-HARD-MEDIUM,16-11-16-14,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,H-S-H-H,HARD-SOFT-HARD-HARD,16-10-16-16,129.3,108.9,True,12.1,14.3,Bahrain Grand Prix
3,H-M-S-S,HARD-MEDIUM-SOFT-SOFT,18-16-12-12,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,H-M-S-M,HARD-MEDIUM-SOFT-MEDIUM,16-15-11-15,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
3,H-M-S-H,HARD-MEDIUM-SOFT-HARD,16-14-11-16,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,H-M-M-S,HARD-MEDIUM-MEDIUM-SOFT,16-15-15-11,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
3,H-M-M-M,HARD-MEDIUM-MEDIUM-MEDIUM,15-14-14-14,130.1,111.7,True,12.9,17.1,Bahrain Grand Prix
3,H-M-M-H,HARD-MEDIUM-MEDIUM-HARD,15-14-14-15,130.4,112.0,True,13.2,17.4,Bahrain Grand Prix
3,H-M-H-S,HARD-MEDIUM-HARD-SOFT,16-14-16-11,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,H-M-H-M,HARD-MEDIUM-HARD-MEDIUM,15-14-15-14,130.4,112.0,True,13.2,17.4,Bahrain Grand Prix
3,H-M-H-H,HARD-MEDIUM-HARD-HARD,15-13-15-15,130.6,110.9,True,13.4,16.3,Bahrain Grand Prix
3,H-H-S-S,HARD-HARD-SOFT-SOFT,17-17-11-11,126.6,104.1,True,9.4,9.5,Bahrain Grand Prix
3,H-H-S-M,HARD-HARD-SOFT-MEDIUM,16-16-11-14,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,H-H-S-H,HARD-HARD-SOFT-HARD,16-16-10-16,129.3,108.9,True,12.1,14.3,Bahrain Grand Prix
3,H-H-M-S,HARD-HARD-MEDIUM-SOFT,16-16-14-11,128.8,108.2,True,11.6,13.6,Bahrain Grand Prix
3,H-H-M-M,HARD-HARD-MEDIUM-MEDIUM,15-15-14-14,130.4,112.0,True,13.2,17.4,Bahrain Grand Prix
3,H-H-M-H,HARD-HARD-MEDIUM-HARD,15-15-13-15,130.6,110.9,True,13.4,16.3,Bahrain Grand Prix
3,H-H-H-S,HARD-HARD-HARD-SOFT,16-16-16-10,129.3,108.9,True,12.1,14.3,Bahrain Grand Prix
3,H-H-H-M,HARD-HARD-HARD-MEDIUM,15-15-15-13,130.6,110.9,True,13.4,16.3,Bahrain Grand Prix
1,S-M,SOFT-MEDIUM,22-22,102.4,60.7,False,11.0,10.3,Belgian Grand Prix
1,S-H,SOFT-HARD,20-24,111.8,65.5,True,20.4,15.1,Belgian Grand Prix
1,M-S,MEDIUM-SOFT,22-22,102.4,60.7,False,11.0,10.3,Belgian Grand Prix
1,M-H,MEDIUM-HARD,19-25,113.8,50.4,True,22.4,0.0,Belgian Grand Prix
1,H-S,HARD-SOFT,24-20,111.8,65.5,True,20.4,15.1,Belgian Grand Prix
1,H-M,HARD-MEDIUM,25-19,113.8,50.4,True,22.4,0.0,Belgian Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,15-15-14,91.4,68.0,True,0.0,17.6,Belgian Grand Prix
2,S-S-H,SOFT-SOFT-HARD,14-14-17,97.9,72.2,True,6.5,21.8,Belgian Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,15-14-15,91.4,68.0,True,0.0,17.6,Belgian Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,15-14-14,92.5,59.4,True,1.1,9.0,Belgian Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,14-13-17,99.1,64.9,True,7.7,14.5,Belgian Grand Prix
2,S-H-S,SOFT-HARD-SOFT,14-17-14,97.9,72.2,True,6.5,21.8,Belgian Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,14-17-13,99.1,64.9,True,7.7,14.5,Belgian Grand Prix
2,S-H-H,SOFT-HARD-HARD,13-16-16,104.0,69.4,True,12.6,19.0,Belgian Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,14-15-15,91.4,68.0,True,0.0,17.6,Belgian Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,14-15-14,92.5,59.4,True,1.1,9.0,Belgian Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,13-14-17,99.1,64.9,True,7.7,14.5,Belgian Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,14-14-15,92.5,59.4,True,1.1,9.0,Belgian Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,14-14-17,100.3,58.9,True,8.9,8.5,Belgian Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,13-17-14,99.1,64.9,True,7.7,14.5,Belgian Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,14-17-14,100.3,58.9,True,8.9,8.5,Belgian Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,13-16-16,105.2,64.0,True,13.8,13.6,Belgian Grand Prix
2,H-S-S,HARD-SOFT-SOFT,17-14-14,97.9,72.2,True,6.5,21.8,Belgian Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,17-14-13,99.1,64.9,True,7.7,14.5,Belgian Grand Prix
2,H-S-H,HARD-SOFT-HARD,16-13-16,104.0,69.4,True,12.6,19.0,Belgian Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,17-13-14,99.1,64.9,True,7.7,14.5,Belgian Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,17-14-14,100.3,58.9,True,8.9,8.5,Belgian Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,16-13-16,105.2,64.0,True,13.8,13.6,Belgian Grand Prix
2,H-H-S,HARD-HARD-SOFT,16-16-13,104.0,69.4,True,12.6,19.0,Belgian Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,16-16-13,105.2,64.0,True,13.8,13.6,Belgian Grand Prix
3,S-S-S-M,SOFT-SOFT-SOFT-MEDIUM,11-11-11-11,95.5,78.0,True,4.1,27.6,Belgian Grand Prix
3,S-S-S-H,SOFT-SOFT-SOFT-HARD,10-10-10-13,100.4,79.6,True,9.0,29.2,Belgian Grand Prix
3,S-S-M-S,SOFT-SOFT-MEDIUM-SOFT,11-11-11-11,95.5,78.0,True,4.1,27.6,Belgian Grand Prix
3,S-S-M-M,SOFT-SOFT-MEDIUM-MEDIUM,11-11-11-11,96.4,74.4,True,5.0,24.0,Belgian Grand Prix
3,S-S-M-H,SOFT-SOFT-MEDIUM-HARD,11-11-10-13,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,S-S-H-S,SOFT-SOFT-HARD-SOFT,10-10-13-10,100.4,79.6,True,9.0,29.2,Belgian Grand Prix
3,S-S-H-M,SOFT-SOFT-HARD-MEDIUM,11-11-13-10,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,S-S-H-H,SOFT-SOFT-HARD-HARD,10-10-12-12,105.3,81.3,True,13.9,30.9,Belgian Grand Prix
3,S-M-S-S,SOFT-MEDIUM-SOFT-SOFT,11-11-11-11,95.5,78.0,True,4.1,27.6,Belgian Grand Prix
3,S-M-S-M,SOFT-MEDIUM-SOFT-MEDIUM,11-11-11-11,96.4,74.4,True,5.0,24.0,Belgian Grand Prix
3,S-M-S-H,SOFT-MEDIUM-SOFT-HARD,11-10-11-13,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,S-M-M-S,SOFT-MEDIUM-MEDIUM-SOFT,11-11-11-11,96.4,74.4,True,5.0,24.0,Belgian Grand Prix
3,S-M-M-M,SOFT-MEDIUM-MEDIUM-MEDIUM,11-11-11-11,97.2,70.8,True,5.8,20.4,Belgian Grand Prix
3,S-M-M-H,SOFT-MEDIUM-MEDIUM-HARD,11-10-10-13,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,S-M-H-S,SOFT-MEDIUM-HARD-SOFT,11-10-13-11,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,S-M-H-M,SOFT-MEDIUM-HARD-MEDIUM,11-10-13-10,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,S-M-H-H,SOFT-MEDIUM-HARD-HARD,10-10-12-12,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,S-H-S-S,SOFT-HARD-SOFT-SOFT,10-13-10-10,100.4,79.6,True,9.0,29.2,Belgian Grand Prix
3,S-H-S-M,SOFT-HARD-SOFT-MEDIUM,11-13-11-10,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,S-H-S-H,SOFT-HARD-SOFT-HARD,10-12-10-12,105.3,81.3,True,13.9,30.9,Belgian Grand Prix
3,S-H-M-S,SOFT-HARD-MEDIUM-SOFT,11-13-10-11,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,S-H-M-M,SOFT-HARD-MEDIUM-MEDIUM,11-13-10-10,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,S-H-M-H,SOFT-HARD-MEDIUM-HARD,10-12-10-12,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,S-H-H-S,SOFT-HARD-HARD-SOFT,10-12-12-10,105.3,81.3,True,13.9,30.9,Belgian Grand Prix
3,S-H-H-M,SOFT-HARD-HARD-MEDIUM,10-12-12-10,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,S-H-H-H,SOFT-HARD-HARD-HARD,9-12-12-12,109.6,81.9,True,18.2,31.5,Belgian Grand Prix
3,M-S-S-S,MEDIUM-SOFT-SOFT-SOFT,11-11-11-11,95.5,78.0,True,4.1,27.6,Belgian Grand Prix
3,M-S-S-M,MEDIUM-SOFT-SOFT-MEDIUM,11-11-11-11,96.4,74.4,True,5.0,24.0,Belgian Grand Prix
3,M-S-S-H,MEDIUM-SOFT-SOFT-HARD,10-11-11-13,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,M-S-M-S,MEDIUM-SOFT-MEDIUM-SOFT,11-11-11-11,96.4,74.4,True,5.0,24.0,Belgian Grand Prix
3,M-S-M-M,MEDIUM-SOFT-MEDIUM-MEDIUM,11-11-11-11,97.2,70.8,True,5.8,20.4,Belgian Grand Prix
3,M-S-M-H,MEDIUM-SOFT-MEDIUM-HARD,10-11-10-13,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,M-S-H-S,MEDIUM-SOFT-HARD-SOFT,10-11-13-11,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,M-S-H-M,MEDIUM-SOFT-HARD-MEDIUM,10-11-13-10,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,M-S-H-H,MEDIUM-SOFT-HARD-HARD,10-10-12-12,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,M-M-S-S,MEDIUM-MEDIUM-SOFT-SOFT,11-11-11-11,96.4,74.4,True,5.0,24.0,Belgian Grand Prix
3,M-M-S-M,MEDIUM-MEDIUM-SOFT-MEDIUM,11-11-11-11,97.2,70.8,True,5.8,20.4,Belgian Grand Prix
3,M-M-S-H,MEDIUM-MEDIUM-SOFT-HARD,10-10-11-13,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,M-M-M-S,MEDIUM-MEDIUM-MEDIUM-SOFT,11-11-11-11,97.2,70.8,True,5.8,20.4,Belgian Grand Prix
3,M-M-M-H,MEDIUM-MEDIUM-MEDIUM-HARD,10-10-10-13,103.1,71.4,True,11.7,21.0,Belgian Grand Prix
3,M-M-H-S,MEDIUM-MEDIUM-HARD-SOFT,10-10-13-11,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,M-M-H-M,MEDIUM-MEDIUM-HARD-MEDIUM,10-10-13-10,103.1,71.4,True,11.7,21.0,Belgian Grand Prix
3,M-M-H-H,MEDIUM-MEDIUM-HARD-HARD,10-10-12-12,107.1,75.8,True,15.7,25.4,Belgian Grand Prix
3,M-H-S-S,MEDIUM-HARD-SOFT-SOFT,10-13-11-11,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,M-H-S-M,MEDIUM-HARD-SOFT-MEDIUM,10-13-11-10,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,M-H-S-H,MEDIUM-HARD-SOFT-HARD,10-12-10-12,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,M-H-M-S,MEDIUM-HARD-MEDIUM-SOFT,10-13-10-11,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,M-H-M-M,MEDIUM-HARD-MEDIUM-MEDIUM,10-13-10-10,103.1,71.4,True,11.7,21.0,Belgian Grand Prix
3,M-H-M-H,MEDIUM-HARD-MEDIUM-HARD,10-12-10-12,107.1,75.8,True,15.7,25.4,Belgian Grand Prix
3,M-H-H-S,MEDIUM-HARD-HARD-SOFT,10-12-12-10,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,M-H-H-M,MEDIUM-HARD-HARD-MEDIUM,10-12-12-10,107.1,75.8,True,15.7,25.4,Belgian Grand Prix
3,M-H-H-H,MEDIUM-HARD-HARD-HARD,9-12-12-12,110.5,79.9,True,19.1,29.5,Belgian Grand Prix
3,H-S-S-S,HARD-SOFT-SOFT-SOFT,13-10-10-10,100.4,79.6,True,9.0,29.2,Belgian Grand Prix
3,H-S-S-M,HARD-SOFT-SOFT-MEDIUM,13-11-11-10,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,H-S-S-H,HARD-SOFT-SOFT-HARD,12-10-10-12,105.3,81.3,True,13.9,30.9,Belgian Grand Prix
3,H-S-M-S,HARD-SOFT-MEDIUM-SOFT,13-11-10-11,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,H-S-M-M,HARD-SOFT-MEDIUM-MEDIUM,13-11-10-10,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,H-S-M-H,HARD-SOFT-MEDIUM-HARD,12-10-10-12,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,H-S-H-S,HARD-SOFT-HARD-SOFT,12-10-12-10,105.3,81.3,True,13.9,30.9,Belgian Grand Prix
3,H-S-H-M,HARD-SOFT-HARD-MEDIUM,12-10-12-10,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,H-S-H-H,HARD-SOFT-HARD-HARD,12-9-12-12,109.6,81.9,True,18.2,31.5,Belgian Grand Prix
3,H-M-S-S,HARD-MEDIUM-SOFT-SOFT,13-10-11-11,101.3,79.6,True,9.9,29.2,Belgian Grand Prix
3,H-M-S-M,HARD-MEDIUM-SOFT-MEDIUM,13-10-11-10,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,H-M-S-H,HARD-MEDIUM-SOFT-HARD,12-10-10-12,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,H-M-M-S,HARD-MEDIUM-MEDIUM-SOFT,13-10-10-11,102.2,75.5,True,10.8,25.1,Belgian Grand Prix
3,H-M-M-M,HARD-MEDIUM-MEDIUM-MEDIUM,13-10-10-10,103.1,71.4,True,11.7,21.0,Belgian Grand Prix
3,H-M-M-H,HARD-MEDIUM-MEDIUM-HARD,12-10-10-12,107.1,75.8,True,15.7,25.4,Belgian Grand Prix
3,H-M-H-S,HARD-MEDIUM-HARD-SOFT,12-10-12-10,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,H-M-H-M,HARD-MEDIUM-HARD-MEDIUM,12-10-12-10,107.1,75.8,True,15.7,25.4,Belgian Grand Prix
3,H-M-H-H,HARD-MEDIUM-HARD-HARD,12-9-12-12,110.5,79.9,True,19.1,29.5,Belgian Grand Prix
3,H-H-S-S,HARD-HARD-SOFT-SOFT,12-12-10-10,105.3,81.3,True,13.9,30.9,Belgian Grand Prix
3,H-H-S-M,HARD-HARD-SOFT-MEDIUM,12-12-10-10,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,H-H-S-H,HARD-HARD-SOFT-HARD,12-12-9-12,109.6,81.9,True,18.2,31.5,Belgian Grand Prix
3,H-H-M-S,HARD-HARD-MEDIUM-SOFT,12-12-10-10,106.2,78.5,True,14.8,28.1,Belgian Grand Prix
3,H-H-M-M,HARD-HARD-MEDIUM-MEDIUM,12-12-10-10,107.1,75.8,True,15.7,25.4,Belgian Grand Prix
3,H-H-M-H,HARD-HARD-MEDIUM-HARD,12-12-9-12,110.5,79.9,True,19.1,29.5,Belgian Grand Prix
3,H-H-H-S,HARD-HARD-HARD-SOFT,12-12-12-9,109.6,81.9,True,18.2,31.5,Belgian Grand Prix
3,H-H-H-M,HARD-HARD-HARD-MEDIUM,12-12-12-9,110.5,79.9,True,19.1,29.5,Belgian Grand Prix
1,S-M,SOFT-MEDIUM,20-32,37.2,38.7,True,4.3,3.7,British Grand Prix
1,S-H,SOFT-HARD,27-25,32.9,45.3,False,0.0,10.3,British Grand Prix
1,M-S,MEDIUM-SOFT,32-20,37.2,38.7,True,4.3,3.7,British Grand Prix
1,M-H,MEDIUM-HARD,33-19,39.4,35.0,True,6.5,0.0,British Grand Prix
1,H-S,HARD-SOFT,25-27,32.9,45.3,False,0.0,10.3,British Grand Prix
1,H-M,HARD-MEDIUM,19-33,39.4,35.0,True,6.5,0.0,British Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,15-15-23,67.4,68.6,True,34.5,33.6,British Grand Prix
2,S-S-H,SOFT-SOFT-HARD,18-18-16,64.2,69.3,True,31.3,34.3,British Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,15-23-15,67.4,68.6,True,34.5,33.6,British Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,13-20-20,70.7,68.9,True,37.8,33.9,British Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,15-23-14,68.9,67.9,True,36.0,32.9,British Grand Prix
2,S-H-S,SOFT-HARD-SOFT,18-16-18,64.2,69.3,True,31.3,34.3,British Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,15-14-23,68.9,67.9,True,36.0,32.9,British Grand Prix
2,S-H-H,SOFT-HARD-HARD,18-17-17,65.9,66.9,True,33.0,31.9,British Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,23-15-15,67.4,68.6,True,34.5,33.6,British Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,20-13-20,70.7,68.9,True,37.8,33.9,British Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,23-15-14,68.9,67.9,True,36.0,32.9,British Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,20-20-13,70.7,68.9,True,37.8,33.9,British Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,20-20-12,72.1,68.8,True,39.2,33.8,British Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,23-14-15,68.9,67.9,True,36.0,32.9,British Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,20-12-20,72.1,68.8,True,39.2,33.8,British Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,24-14-14,70.5,67.3,True,37.6,32.3,British Grand Prix
2,H-S-S,HARD-SOFT-SOFT,16-18-18,64.2,69.3,True,31.3,34.3,British Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,14-15-23,68.9,67.9,True,36.0,32.9,British Grand Prix
2,H-S-H,HARD-SOFT-HARD,17-18-17,65.9,66.9,True,33.0,31.9,British Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,14-23-15,68.9,67.9,True,36.0,32.9,British Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,12-20-20,72.1,68.8,True,39.2,33.8,British Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,14-24-14,70.5,67.3,True,37.6,32.3,British Grand Prix
2,H-H-S,HARD-HARD-SOFT,17-17-18,65.9,66.9,True,33.0,31.9,British Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,14-14-24,70.5,67.3,True,37.6,32.3,British Grand Prix
1,M-H,MEDIUM-HARD,24-46,64.0,32.6,True,0.0,0.0,Canadian Grand Prix
1,H-M,HARD-MEDIUM,46-24,64.0,32.6,True,0.0,0.0,Canadian Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,18-18-35,70.9,50.6,True,6.9,18.0,Canadian Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,18-35-18,70.9,50.6,True,6.9,18.0,Canadian Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,14-28-28,71.7,49.0,True,7.7,16.4,Canadian Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,35-18-18,70.9,50.6,True,6.9,18.0,Canadian Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,28-14-28,71.7,49.0,True,7.7,16.4,Canadian Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,28-28-14,71.7,49.0,True,7.7,16.4,Canadian Grand Prix
3,M-M-M-H,MEDIUM-MEDIUM-MEDIUM-HARD,14-14-14-28,84.4,69.0,True,20.4,36.4,Canadian Grand Prix
3,M-M-H-M,MEDIUM-MEDIUM-HARD-MEDIUM,14-14-28-14,84.4,69.0,True,20.4,36.4,Canadian Grand Prix
3,M-M-H-H,MEDIUM-MEDIUM-HARD-HARD,12-12-23-23,85.9,68.9,True,21.9,36.3,Canadian Grand Prix
3,M-H-M-M,MEDIUM-HARD-MEDIUM-MEDIUM,14-28-14-14,84.4,69.0,True,20.4,36.4,Canadian Grand Prix
3,M-H-M-H,MEDIUM-HARD-MEDIUM-HARD,12-23-12-23,85.9,68.9,True,21.9,36.3,Canadian Grand Prix
3,M-H-H-M,MEDIUM-HARD-HARD-MEDIUM,12-23-23-12,85.9,68.9,True,21.9,36.3,Canadian Grand Prix
3,M-H-H-H,MEDIUM-HARD-HARD-HARD,10-20-20-20,86.2,69.3,True,22.2,36.7,Canadian Grand Prix
